stockid,name,manufacturer,model,serialid,inspection_date,installation_date,service_date,last_results
617,hoist,guldmann,gh2,120001-3164-2010,,2010-07-13,2012-02-02,
618,hoist,guldmann,gh2,120001-3170-2010,,2010-07-13,2012-02-02,
619,bath,beka,beka k2,0301.51.09,,,2012-02-02,
620,hoist,guldmann,gh2,120001-3121-2010,,2010-07-13,2012-02-02,
621,hoist,guldmann,gh2,120001-3199-2010,,2010-07-13,2012-02-02,
622,hoist,guldmann,gh2,120001-3111-2010,,2010-07-13,2012-02-02,
623,hoist,guldmann,gh2,120001-3148-2010,,2010-07-13,2012-02-02,
624,hoist,guldmann,gh2,120001-3184-2010,,2010-07-13,2012-02-02,
625,hoist,guldmann,gh2,120001-3180-2010,,2010-07-13,2012-02-02,
626,hoist,guldmann,gh2,120001-3159-2010,,2010-07-13,2012-02-02,
627,hoist,guldmann,gh2,120001-3192-2010,,2010-07-13,2012-02-02,
628,hoist,guldmann,gh2,120001-3179-2010,,2010-07-13,2012-02-02,
629,hoist,guldmann,gh2-dc,120001-2912-2010,,2010-07-13,2012-02-02,
630,hoist,guldmann,gh2,120001-1168-2010,,2010-03-02,2012-02-02,
631,hoist,guldmann,gh2,120001-1171-2010,,2010-03-02,2012-02-02,
632,hoist,guldmann,gh2,120001-1151-2010,,2010-03-02,2012-02-02,
633,hoist,guldmann,gh2,120001-1156-2010,,2010-03-02,2012-02-02,
634,hoist,guldmann,gh2,120001-1153-2010,,2010-03-02,2012-02-02,
635,hoist,guldmann,gh2,120001-1147-2010,,2010-03-02,2012-02-02,
636,hoist,guldmann,gh2,120001-1167-2010,,2010-03-02,2012-02-02,
637,hoist,guldmann,gh2,120001-1166-2010,,2010-03-02,2012-02-02,
638,hoist,guldmann,gh2,120001-1152-2010,,2010-03-02,2012-02-02,
639,hoist,guldmann,gh2,120001-1157-2010,,2010-03-02,2012-02-02,
640,hoist,guldmann,gh2,120001-1162-2010,,2010-03-02,2012-02-02,
641,hoist,guldmann,gh2,120001-1165-2010,,2010-03-02,2011-03-01,
642,hoist,guldmann,gh2,120001-1158-2010,,2010-03-02,2011-03-01,
643,hoist,guldmann,gh2,120001-1169-2010,,2010-03-02,2011-03-01,
644,hoist,guldmann,gh2,120001-1170-2010,,2010-03-02,2011-03-01,
645,hoist,guldmann,gh2,120001-1163-2010,,2010-03-02,2011-03-01,
646,hoist,guldmann,gh2,120001-1159-2010,,2010-03-02,2011-03-01,
647,hoist,guldmann,gh2,120001-1154-2010,,2010-03-02,2011-03-01,
648,hoist,guldmann,gh2,120001-1142-2010,,2010-03-02,2012-02-02,
649,hoist,guldmann,gh2,120001-1143-2010,,2010-03-02,2012-02-02,
650,hoist,guldmann,gh2,120001-1160-2010,,2010-03-02,2012-02-02,
651,hoist,guldmann,gh2-dc,120001-1120-2010,,2010-03-02,2011-03-01,
652,hoist,guldmann,gh2-dc,120001-1115-2010,,2010-03-02,2011-03-01,
653,hoist,guldmann,gh2,120001-1139-2010,,2010-03-02,2011-03-01,
654,hoist,guldmann,gh2,120001-1138-2010,,2010-03-02,2011-03-01,
655,hoist,guldmann,gh2,120001-1150-2010,,2010-03-02,2011-03-01,
656,hoist,guldmann,gh2,120001-1141-2010,,2010-03-02,2011-03-01,
657,hoist,guldmann,gh2,120001-1151-2010,,2010-03-02,2011-03-01,
658,hoist,guldmann,gh2,120001-1136-2010,,2010-03-02,2011-03-01,
659,hoist,guldmann,gh2,120001-1172-2010,,2010-03-02,2011-03-01,
660,hoist,guldmann,gh2,120001-1132-2010,,2010-03-02,2011-03-01,
661,hoist,guldmann,gh2,120001-1145-2010,,2010-03-02,2011-03-01,
662,hoist,guldmann,gh2,120001-1144-2010,,2010-03-02,2011-03-01,
663,hoist,guldmann,gh2,120001-1134-2010,,2010-03-02,2011-03-01,
664,hoist,guldmann,gh2,120001-1116-2010,,2010-03-02,2011-03-01,
665,hoist,guldmann,gh2,120001-1148-2010,,2010-03-02,2011-03-01,
666,hoist,guldmann,gh2,120001-1119-2010,,2010-03-02,2011-03-01,
667,hoist,guldmann,gh2,120001-1117-2010,,2010-03-02,2011-03-01,
668,hoist,guldmann,gh2,120001-1114-2010,,2010-03-02,2011-03-01,
669,hoist,guldmann,gh2,120001-1118-2010,,2010-03-02,2011-03-01,
670,hoist,guldmann,gh2,120001-1137-2010,,2010-03-02,2011-03-01,
671,hoist,guldmann,gh2,120001-1140-2010,,2010-03-02,2011-03-01,
672,hoist,guldmann,gh2,120001-1149-2010,,2010-03-02,2011-03-01,
673,hoist,guldmann,gh2,120001-1135-2010,,2010-03-02,2011-03-01,
674,hoist,guldmann,gh2,120001-1133-2010,,2010-03-02,2011-03-01,
675,hoist,guldmann,gh2,120001-1146-2010,,2010-03-02,2011-03-01,
676,screens,silentia,"15 sec. h1.85, l 3.75",screens,,2009-07-09,2010-07-09,
677,hoist,guldmann,gh1,17645,2017-10-11,2013-10-31,2017-09-15,11/04/17 Inspection done by Tom.
678,hoist,guldmann,gh2-dc,120001-2336-2009,2017-10-11,2009-07-09,2017-09-15,11/04/17 Inspection done by Tom.
679,hoist,guldmann,gh2-dc,120001-1238-2009,2017-10-11,2009-02-04,2017-09-15,11/04/17 Inspection done by Tom.
680,hoist,guldmann,gh3 200 110 0000,56886,2017-10-11,2011-11-25,2017-09-15,11/04/17 Inspection done by Tom. New pick up replaced.
681,1.5m mobile screen,eganmed,eganmed,,,2015-05-25,2016-05-25,25/5/2015 Ian delivered mobile screen to Macroom
682,hoist,guldmann,gh2-dc,120001-2337-2009,,2009-07-09,2016-09-02,"hoist taken away for repair, our loan hoist was left"
683,2 x 12 panel demo screen,eganmed,eganmed,,,2015-04-16,2015-10-16,16/4/15 Scott and Ian installed 2 x 12 panel demo screens - floor mounted
684,hoist,guldmann,gh3,07069,,2013-11-28,2017-09-15,26/9/2016 thorough service carried out by ian
685,screen,eganmed,nightingale,,,2016-05-16,2017-05-16,16/05/2016 9 panel screen printed with mermaid installed by Ian and Ruiri
686,hoist,guldmann,gh1,24883,,2016-02-29,2017-02-28,"Ian, Ruiri and Kristoff installed GH1 hoist onto 4m x 3m room cover 1 profile used"
687,gh1 onto 4m x 4m b rail,guldmann,gh1,24882,,2016-02-25,2017-02-25,25/2/16 Ian and Kristoff installed new system
691,bathtub,beka,k2,117 -1000 & 0045 12.03,,2006-05-18,2015-07-05,"BSR 3756 Ian did full service , no leaks occurring."
697,bathtub,beka,k2,0431.04.13,,2013-10-30,2014-10-30,
688,gh3,guldmann,6m x 3m room cover,07076-2010-07-06 (04952),,2010-09-23,2016-04-08,"03/09/2015 -  our replacement hoist  s/n 04952, had covers repaired"
689,gh3,guldmann,,56907,,2013-10-23,2017-06-01,1/6/2016 throrough service carried out by Ian
690,gh3,guldmann,,42379,,2013-10-23,2017-06-01,13/2/17 inspection carried out by tom
692,gh3,guldmann,,56909,,2013-10-23,2017-07-01,13/2/17 - fix reset button
693,gh3,guldmann,6m x 8m room cover,07069-2010-07-08,,2010-09-23,2011-09-22,
694,gh3,guldmann,,45642,,2010-12-10,2014-12-01,
695,gh3+,guldmann,,42342,,2013-10-23,2017-06-01,13/2/17 inspection carried out by tom
696,gh3,guldmann,6m x 8m room cover,27420,,2010-03-23,2017-06-01,27/2/17 new pick up and new handset replaced by tom
698,gh3,guldmann,,25299,,2011-01-17,2017-06-01,13/2/17 inspection carried out by Tom
699,screens,silentia,"15 sec. h1.85, l 3.75",,,2011-09-29,2012-09-28,2/2/17 repair screens
700,gh3,guldmann,,25244,2015-10-08,2011-01-17,2017-06-01,27/2/17 replaced t bar
701,gh3,guldmann,6m x 8m room cover,06906-2010-08-08,,2010-09-23,2017-06-01,13./2/17 inspection carried out by Tom
702,gh3,guldmann,6m x 8m room cover,07077-2010-07-06,,2010-09-23,2014-01-30,
703,gh3,guldmann,6m x 8m room cover,15647  200-110-0000,,2010-12-10,2017-06-01,27/2/17 replaced lifting strap
704,gh3,guldmann,6m x 8m room cover,07075-2010-07/06,,2010-09-23,2017-06-01,13/2/17 inspection carried out by Tom
705,gh3,guldmann,6m x 8m room cover,12819 250-110-1000,,2010-12-10,2012-12-09,
706,gh3,guldmann,6m x 8m room cover,07071-2010-07-06,,2010-09-23,2017-06-01,13/2/17  inspection carried out by tom
707,gh3,guldmann,,56911,,2013-10-23,2017-06-01,13/2/17 hrorough inpsection carried out by tom
708,gh3,guldmann,6m x 8m room cover,15644  200-110-0000,,2010-12-13,2011-12-12,
709,gh3,guldmann,,41938,,2013-10-23,2017-06-01,1/6/2016 throrough service carried out by Ian
710,gh3,guldmann,6m x 8m room cover,15642  200-110-0000,,2010-12-10,2017-06-01,24/04/17 repaired done by Krzys. Replaced handset and PC charger and Pick up.
711,gh3,guldmann,4m x 3m room cover,07068-2010-07-06,,2010-09-23,2017-06-01,27/2/17 replaced lifting strap and cover plate
712,gh3,guldmann,6m x 8m room cover,15641,2016-11-05,2010-09-23,2017-06-01,13/2/17 tom replaced handset and did full inspection
713,v-amat,spahn reha,v-amat,4782,,,2012-06-14,
714,changing bench,ropox,vario,N40 0203,,2008-08-28,2015-05-12,
715,hoist,guldmann,gh2,47 -1000,,2004-12-06,2005-12-06,
719,hoist,guldmann,gh1,65439,,2015-01-08,2018-03-15,15/3/2017 Thorough inspection carried out by Krystoff
717,7m x 3m room cover,guldmann,gh1,94945,,2012-12-21,2015-05-14,
718,aqualine,beka,1.6 aqualine,N41-1782,,2013-02-21,2014-02-20,
720,bathtub,beka,k2,0231.47.08,,2009-02-02,2017-08-11,11/8/16 Ian carried out full service.
721,bathtub,beka,k2,0229.47.08,,2009-02-02,2017-08-11,11/8/16 Full service carried out by Ian
722,bathtub,beka,k2,0230.47.08,,2009-02-02,2017-08-11,11/8/16 full service carried out by ian
723,privacy screen,eganmed,nightingale,Screen - PO 16939,,2016-02-24,2017-02-24,24/2/2016 Ian delivered and installed this new screen -(ignore last reach  and history below duplicated record)
724,hoist,guldmann,gh2,120001-1576-2010,,2010-08-25,2011-08-24,
725,v-amat,spahn reha,v-amat,ic:5740,,2008-09-29,,"30/7/2015 - Ian advised that nothing can be done to repair this, it is rusted, corroded and new unit required. I quoted them."
726,bathtub,beka,k2,0213-18-08,,2008-09-29,2016-07-30,30/7/2015 0 Ian did a thorough service to the bath
727,hoist,guldmann,gh3 200 110 0000,15643,,2011-07-21,2017-11-01,1/11/16 Krystoff  replaced lifting strap and serviced hoist
729,erfi system,erfi,erfi,,,2011-08-17,2012-08-16,
731,hoist,guldmann,gh2,55 -1000,,2005-07-22,2008-07-22,
730,hoist,guldmann,gh2,120001-1428-2005,,2005-07-22,2011-09-14,
733,hoist,guldmann,gh2-ac,120001-1160-2005,,2005-02-25,2009-06-15,
732,hoist,guldmann,gh2,120001-3853-2003,,2004-04-16,2009-06-11,
734,care and assist base transporter,,with cradle,160,,2016-03-07,2018-03-07,7/3/17 thorough service on transporter and cradle
735,guldmann hoist,guldmann,gh2-dc,12001-2549-2008,,2008-05-27,2018-02-17,17/2/17 - full service carried out by krystoff
736,hoist,guldmann,swing lift 11 with flexi hoist,120001-1015-2007,,2011-11-17,2018-02-20,20/2/17 full service carried out by Krystoff  replaced batteries and handset
737,shower bed xxl,ropox,aqualine,N40-0220,,2008-05-27,2018-02-17,17/2/17 serviced by krystoff
738,shower bed,ropox,aqualine,N40-0208,,2008-05-27,2018-02-17,17/2/2017 thorough service carried out
740,shower bed,ropox,aqualine 1.8,n40-0364,,2008-08-21,2012-01-27,
742,erfi system,erfi,"4 m, wall to wall",,,2008-05-28,2009-05-27,
741,changing bench,freeway,freeway,freeway 1482,,2008-12-03,2009-12-02,
743,hoist,guldmann,gh2 ac,120001-4796-2007,,2008-07-31,2010-08-27,
744,v-amat,spahn reha,vamat,5665,,2010-03-05,2010-03-04,
745,changing bench,ropox,vario,71 -1000,,2005-10-20,2006-10-20,
748,2.986m x 2.932m,guldmann,gh2,120001-2796-2003,,2012-12-07,2013-12-07,
750,hoist,guldmann,gh2-dc,120001-1759-2006,,2006-06-07,,"wef December 2015 - No longer in use, replaced with new hoist - now in our temp stock"
749,toilet,spahn reha,vamat,4971,,,,"23/3/16 - this  toilet was replaced with a new toilet, it was beyond repair."
751,gh1 onto existing hoist,guldmann,gh1,99348,,2015-11-12,2017-11-01,01/11/16 Ruairi carried out full service of Hoist.
752,v-amat,spahn reha,v-amat,7573,,2015-11-12,2018-05-22,22/05/2017 Full service done by Krzys.
753,3m x 3m a rails,guldmann,gh1,35773,,2011-07-21,,24/8/2015 removed hoist and put it into storage  - Ian/Ruiri
754,static table1.4 with side rail,freeway,1.4 static,,,2011-07-21,2015-08-24,24/8/2015 remove changing bench and install in different room
759,hoist,guldmann,gh1,94949,,2013-05-16,2014-05-15,5m X 6m C Rail
760,hoist,guldmann,gh1,94938,,2013-05-16,2014-05-15,4m X 7m B & C Rail
763,hoist,guldmann,gh2-dc,120001-3645-2007,,2007-12-03,2015-01-31,
764,hoist,guldmann,gh2-dc,120001-3957-2001,,2007-12-03,2015-01-31,
765,hoist,guldmann,gh1,94946,,2013-05-16,2014-05-15,5m X 7m C Rail
767,hoist,guldmann,gh2-dc,120001-5670-2008,,2009-01-22,2015-01-31,
768,hoist,guldmann,gh1,94950,,2013-05-16,2014-05-15,4m X 7m B & C Rail
769,hoist,guldmann,gh2-dc,120001-5671-2008,,2009-01-22,2011-02-10,
770,hoist,guldmann,gh2-dc,120001-3645-2007,,2007-12-03,2015-01-31,
771,hoist,guldmann,gh2-dc,120001-2153-2007,,2009-08-13,2014-05-16,
774,screens,silentia,"15 sec. h1.85, l 3.75",,,2009-08-13,2010-08-13,
776,screens,eganmed,various,,,,,20/12/16 Kristoff repaired screen and fixed mouldings
778,hoist,guldmann,gh1,94944,,2013-05-16,2014-05-15,4m X 6m B & C Rail
780,hoist,guldmann,gh1,94957,,2013-05-16,2014-05-15,5m X 7m C Rail
773,hoist,guldmann,gh2-dc,120001-3644-2007,,2007-12-04,2014-05-16,
755,sentida bed,wi-bo,sentida 6le,2016027367,,2016-12-20,2017-12-20,20/12/2016 delivery of new bed
772,hoist,guldmann,gh1,94984,,2013-05-16,2014-05-15,4m X 7m B & C Rail
756,4m x 6m on c rails,guldmann,gh1,32748,,2014-01-31,2015-01-31,
757,5m x 3m room cover,guldmann,gh1,32744,,2014-01-31,2015-01-31,
758,4m x 6m on jumbo rails,guldmann,gh2,120001-3957-2007,,2014-01-31,2015-01-31,
762,4m x 6m jumbo rails,guldmann,gh2,120001-3645-2007,,2014-01-31,2015-01-31,
766,4m x 5m room cover,guldmann,gh1,32747,,2014-01-31,2015-01-31,
775,4m x 6m on c  rails,guldmann,gh1,32749,,2014-01-31,2015-01-31,
777,room cover,guldmann,gh1,32745,,2014-01-31,2015-01-31,
779,4m x 5m room cover,guldmann,gh1,32747,,2014-01-31,2015-01-31,31/1/14 installation by maurisz
761,hoist,guldmann,gh1,94951,,2013-05-16,2014-05-15,4m X 7m B & C Rail
781,screens,silentia,h:1.85m x l:4.25m x 12,,,2011-01-02,2012-01-01,
782,hoist,guldmann,gh3,04949,,2011-01-20,2012-01-19,
783,hoist,guldmann,gh3,04957,,2011-01-20,2012-01-19,
784,hoist,guldmann,gh3,08399,,2011-01-20,2012-01-19,
785,4m x 6m jumbo rails,guldmann,gh2,120001-5670-2008,,2014-01-31,2015-01-31,"20/12/16 repaired hoist and replaced batteries, transformer by krystoff"
786,erfi system,erfi,erfi,,,2011-11-14,2012-11-13,
789,,,,,,,,
796,hoist,guldmann,gh2,120001-1562-2006,,2014-02-13,2018-03-26,26/03/17 full serviced done by Krzys.
793,hoist,guldmann,gh2-dc,120001-3111-2008,,2009-02-19,2018-03-26,26/03/17 Full service done by Krzys. Lifting strap and 2 batteries replaced.
794,hoist,unknown,transactive,TXI129919,,2015-12-23,2018-03-26,26/03/17 service done by Krzys.
795,screens,silentia,"15 sec. h1.85, l 3.75",,,2008-04-11,,
797,hoist,guldmann,gh2-dc,120001-2726-2005,,2008-04-11,2017-03-26,26/03/17 Full Service by Krzys. Lifting strap and PC board replaced.
798,hoist,guldmann,gh2-dc,120001-2152-2007,,2009-02-18,2018-03-26,"26/03/17 Full serviced done by Krzys. PC board, Lifting strap and 2 batteries replaced."
799,changing bench,ropox,vario,N41-3255,,2014-09-18,2015-09-18,"20/11/14 Mariusz had to make space around the changing bench, shortenend and narrowed the bands"
800,hoist,guldmann,gh2,120001-4384-2006,,2006-11-30,2009-01-16,
801,hoist,guldmann,gh2-dc,12001-4271-2006,,2006-11-29,2009-01-16,
818,hoist,guldmann,gh2,120001-1670-20002,,2002-05-25,2007-06-15,
816,hoist,guldmann,gh2,120001-1668-2002,,2002-05-25,2007-08-09,
815,hoist,guldmann,gh2,120001-0409-2004,,2004-02-20,2007-06-09,
811,hoist,guldmann,gh2,120001-1568-2002,,2002-05-25,2007-06-15,
823,hoist,guldmann,gh2,120001-2604-2002,,2002-05-25,2007-06-15,
809,hoist,guldmann,gh2,120001-0208-2001,,2002-05-25,2007-08-09,
824,hoist,guldmann,gh2,120001-2604-2002-0,,2002-05-25,2007-08-09,
820,hoist,guldmann,gh2,120001-1815-2002,,2002-05-25,2009-12-05,
808,hoist,guldmann,gh2,120001-0205-2003,,2005-06-03,2007-06-03,
813,hoist,guldmann,gh2,120001-1667-2002,,2002-05-25,2007-08-09,
814,hoist,guldmann,gh2,120001-0462-2004,,,2007-08-09,
822,hoist,guldmann,gh2,120001-1858-2002,,,2007-08-09,
812,hoist,guldmann,gh2,120001-1666-2002,,2002-05-23,2007-08-09,
805,shower trolley,beka,multicare,2903102110,,2003-01-01,2006-08-09,
807,v-amat,spahn reha,v-amat,120001-0001-1960,,2002-05-25,2007-01-20,
806,hoist,guldmann,gl3,0053-1201,,2002-05-25,2007-08-09,
810,hoist,guldmann,gh2,120001-1558-2002,,2002-05-25,2007-06-15,
821,hoist,guldmann,gh2,120001-1857-2002,,2002-05-25,2007-08-09,
819,hoist,guldmann,gh2,120001-1671-2002,,2002-05-25,2007-08-09,
817,hoist,guldmann,gh2,120001-3748-2004,,2003-12-22,2006-08-09,
825,gh1,guldmann,gh1,54399,,2014-10-29,2015-10-29,29/10/14 Ian and Scott installed new hoist 3m straight track
826,hoist,guldmann,gh2-dc,120001-2129-2005,,2005-06-20,2017-07-06,6/7/2016 Kristoff carried out service
827,hoist,guldmann,gh2,120001-1970-2002,,2002-07-30,2012-03-03,
803,hoist,guldmann,gh2,120001-1418-2005,,2007-02-01,2009-09-24,
804,hoist,guldmann,gh2,120001-1425-2005,,2007-02-01,2009-09-24,
829,changing bench,ropox,vario,N40-1152,,2009-08-25,2011-10-07,
832,hoist,guldmann,gh2,120001-2871-2003,,2003-09-15,2017-05-12,12/05/2016 Ruiri and Kristoff carried out full service and replaced 2 batteries
836,hoist,guldmann,gh2-dc,120001-2033-2004,,2003-12-06,2012-06-08,
837,hoist,guldmann,gh2-dc,120001-3643-2004,,2003-12-06,2012-06-08,
838,hoist,guldmann,mobile,MY 0218 1105,,2003-12-06,2012-06-08,
839,hoist,guldmann,gh2,120001-2281-2004,,2003-12-06,2012-06-08,
840,hoist,guldmann,mobile,0081 1003,,2003-01-01,2013-06-08,
841,hoist,guldmann,gh2-dc,120001-4889-2006,,2007-01-26,2014-02-26,
842,hoist,guldmann,gh2-dc,120001-4888-2006,,2007-01-26,2014-02-26,
846,bed,wi-bo,sentida,2012070849,,2012-09-14,,
847,bed,wi-bo,sentida,20121012450001,,2012-11-28,2013-11-28,
848,gh3 hoist onto 5x4m r/c,guldmann,gh3,29592,,2017-02-14,2018-02-14,14/2/17 tom and kyrstoff installed gh3 onto 5x4 r/c
849,shower bed,ropox,aqualine,16 -1000,,2003-08-13,2011-02-11,
850,v-amat,spahn reha,v-amat,156 -1000,,2007-06-28,2008-06-28,
852,hoist,guldmann,gh2,120001-1706-2003,,2003-08-07,2008-12-13,hoist went to clonmel
851,hoist,guldmann,gl3,0058-0303,,2003-08-07,2008-12-11,
854,frame,erfi,frame,,,2015-03-02,2016-03-02,2/3/15 Installatlion of 3m wall to wall SI base system
856,hoist,guldmann,gh2,120001-3028-2004,,2007-03-21,2009-07-07,
857,hoist,guldmann,gh2,120001-4194-2006,,2007-03-21,2009-07-07,
858,hoist,guldmann,gh2,120001-4196-2006,,2007-03-21,2009-07-07,
855,hoist,guldmann,gh2,120001-1097-2007,,2007-03-21,2009-07-07,
859,3m straight track,guldmann,gh1,56937,,2012-08-22,2016-11-25,25/11/2015 thorough service carried out by kazik
860,nursing bench,ropox,vario,N40-0978,,2012-08-22,2016-11-25,25/11/15 thorough service carried out on bench
861,,guldmann,gh3,04952,,2010-09-09,2015-02-11,
862,hoist,guldmann,gl3,0056-1202,,2003-04-14,2005-07-01,
863,hoist,guldmann,gl3,0084-1103,,2003-04-14,2005-07-01,
864,erfi system,erfi,,,,,2018-03-08,8/3/2017 Tom and Krystoff did thorough service
866,changing bench,ropox,vario,83 -1000,,2005-12-20,2013-04-25,
867,hoist,guldmann,gh2,120001-1430-2005,,2005-11-29,2013-04-25,
868,hoist,guldmann,gh2,120001-4370-2008,,2008-11-06,2014-09-27,
869,hoist,guldmann,gh2-dc,120001-4766-2006,,2007-02-07,2008-02-07,
871,hoist,guldmann,gh2,120001-4288-2008,,2008-10-01,2011-06-15,
872,hoist,guldmann,gh2,120001-4278-2008,,2008-10-01,2011-06-15,
873,hoist,guldmann,gh2,120001-4276-2008,,2008-10-01,2011-06-15,
874,hoist,guldmann,gh2,120001-4277-2008,,2008-10-01,2011-06-15,
875,hoist,guldmann,gh2,120001-4213-2008,,2008-10-01,2011-06-15,
876,hoist,guldmann,gh2,120001-4290-2008,,2008-10-01,2011-06-15,
877,hoist,guldmann,gh2,120001-4124-2008,,2008-10-01,2011-06-15,
878,hoist,guldmann,gh2,120001-4138-2008,,2008-10-01,2011-06-15,
880,hoist,guldmann,gl3,117260-1102-2007,,2008-02-27,2013-01-23,
888,hoist,guldmann,gh2,120001-1328-2007,,2007-03-08,2011-03-10,
889,hoist,guldmann,gh2,moved to bungalow 13 on 20/06/2007,,,,
902,hoist,guldmann,gh1,48208,,2011-11-23,2013-10-01,
903,hoist,guldmann,gh2-dc,120001-4759-2009,,2009-12-16,2013-10-01,
912,hoist,guldmann,gh1,48239,,2011-11-23,2013-10-01,
913,bathtub,beka,k2,0192-49.07,,2007-02-26,2013-10-01,
909,bathtub,beka,k2,0059-0404,,2004-01-22,2010-02-26,
895,v-amat,spahn reha,v-amat,28 -1000   or 3062,,2004-01-22,2010-02-26,
914,hoist,guldmann,gh2,120001-2796-2003,,2003-08-12,2011-09-14,
910,hoist,guldmann,gh2,120001-2839-2003,,2003-10-03,2011-09-14,
890,3.452 x 2.84m,guldmann,gh3,82147,,2012-12-07,2013-12-07,
891,4.066m x 4.814m,guldmann,gh3,82135,,2012-12-07,2013-12-07,
892,hoist,guldmann,gh2,120001-1134-2008,,2008-02-06,2013-10-01,
893,hoist,guldmann,gh2,120001-1301-2007,,2007-08-30,2011-09-14,
894,1.551m x 3.202,guldmann,gh3,120001-2839-2003,,2012-12-07,2013-12-07,
896,hoist,guldmann,gh1,120001-1208-2006,,2007-03-16,2013-10-01,
897,hoist,guldmann,gh2-dc,120001-1215-2008,,2008-02-06,2013-10-01,
898,4m x 2.5m,guldmann,gh1,17637,,2013-07-31,2014-07-31,
899,chair,cura seating,cura,,,2013-12-11,2014-12-11,Ref: JOHN MCDONAGH
904,bathtub,beka,k2,0058.04.04,,2004-01-22,2010-02-26,
905,2.477m x 7.75m,guldmann,gh2,120001-1301-2007,,2012-12-07,2013-12-07,
906,hoist,guldmann,gh2,120001-1135-2008,,2008-02-06,2013-10-01,
908,hoist,guldmann,gh2,System removed and reinstalled in bunglow 4 Kilcor,,2007-02-19,,
911,bathtub,beka,k2,0156-05.07,,,2014-10-30,
900,bathtub,beka,k2,0191-49.07,,2007-02-26,2013-10-02,
907,bathtub,beka,k2,0190-49.07,,2007-02-26,2012-02-26,
901,bathtub,beka,k2,0157-05.07,,,2015-01-22,
920,gh2-dc,guldmann,11m x 4m maxi & mini rails,120001-5049-2009,,2010-06-08,2014-07-15,"Hoist turned off on arrival, carried out service"
921,stairlift,meditek,140 deluxe,,,2006-10-13,,
924,screens,,screen,,,,2017-03-10,05/05/2016 repairs to 2 screens
925,hoist,guldmann,gh2,3634,,,2016-05-04,04/5/2016 Thorough service carried out
926,hoist,guldmann,gh2,3626,,2010-01-01,2017-04-28,27/04/2016 Full service carried out  by Ruiri and batteries checked
